account,txn_id,amount,balance
1c7815d5-be64-4e0c-9976-7eae56211120,3d25de50-5080-4a40-81c4-73a035c23432,5207,104368
9bfb0b37-bd82-4718-b7d7-a92e521e28be,3fad797e-5862-4e1c-8348-2d572c0b4905,-5005,-57141
2d1e7106-b0ed-4fd5-b08e-98b76c78f51a,3fad797e-5862-4e1c-8348-2d572c0b4905,5005,60906
9bfb0b37-bd82-4718-b7d7-a92e521e28be,27758dd7-fc08-4c5c-9252-dcc8914f3411,-1661,-58802
bb9472f3-114c-49ed-b406-0ba0b01550ac,27758dd7-fc08-4c5c-9252-dcc8914f3411,1661,12995
9bfb0b37-bd82-4718-b7d7-a92e521e28be,3cc73915-30c9-40ff-b355-caea9657c6c5,-6191,-64993
115602f1-4bc1-41ee-98dc-4f473e46183c,3cc73915-30c9-40ff-b355-caea9657c6c5,6191,30094
9bfb0b37-bd82-4718-b7d7-a92e521e28be,171ce799-36ef-494a-a733-1424aee0ef4e,-2346,-67339
5d587e0c-8cb7-4661-bb09-9fb4245648b5,171ce799-36ef-494a-a733-1424aee0ef4e,2346,53396
9bfb0b37-bd82-4718-b7d7-a92e521e28be,d3bec51d-9f00-47da-be67-43e71959f88e,-7579,-74918
fd873ab5-9e36-4a41-b34e-0c21c376a440,d3bec51d-9f00-47da-be67-43e71959f88e,7579,100684
9bfb0b37-bd82-4718-b7d7-a92e521e28be,50726185-280e-4463-aea5-2ad8a84bdd14,-4753,-79671
4edb19e2-6b4f-4e1f-89c1-928488d4a3cc,50726185-280e-4463-aea5-2ad8a84bdd14,4753,54449
9bfb0b37-bd82-4718-b7d7-a92e521e28be,ab33e1b6-5aa2-4b5c-89dd-3ed49c4d77d7,-5936,-85607
66b3582e-365f-455e-8276-1c77e35a1007,ab33e1b6-5aa2-4b5c-89dd-3ed49c4d77d7,5936,77255
9bfb0b37-bd82-4718-b7d7-a92e521e28be,39dd4094-e49f-4c7e-84b0-4acc7871df35,-5566,-91173
cc2a7ae4-5e5b-4ad6-b425-999f8613ea5d,39dd4094-e49f-4c7e-84b0-4acc7871df35,5566,29984
9bfb0b37-bd82-4718-b7d7-a92e521e28be,566844d5-c1d1-4cbd-a558-90b87a2c22f4,-9767,-100940
9469624e-7762-4d7f-87f0-4ca445cbcf67,566844d5-c1d1-4cbd-a558-90b87a2c22f4,9767,106682
9bfb0b37-bd82-4718-b7d7-a92e521e28be,bcee5ceb-3eab-4d9d-90f8-a9eb0f945563,-5166,-106106
173b980c-b9a7-48c4-a078-d9a31267ec1e,bcee5ceb-3eab-4d9d-90f8-a9eb0f945563,5166,57423
9bfb0b37-bd82-4718-b7d7-a92e521e28be,e174779a-7d49-429c-a90d-77309fd23f92,-2119,-108225
64df8b1a-e6f9-43fa-9661-68ec552956ea,e174779a-7d49-429c-a90d-77309fd23f92,2119,7997
9bfb0b37-bd82-4718-b7d7-a92e521e28be,42eb3bbc-4caa-4f49-bfa5-b807058a1eb4,-2490,-110715
75a1e823-4baa-47e4-9938-3c1dbc1c034e,42eb3bbc-4caa-4f49-bfa5-b807058a1eb4,2490,74360
9bfb0b37-bd82-4718-b7d7-a92e521e28be,23c382a0-e4ba-4b99-a569-5af826e1da34,-1148,-111863
49ab6fe0-888f-45a5-bc5b-cb188543ace9,23c382a0-e4ba-4b99-a569-5af826e1da34,1148,4114
9bfb0b37-bd82-4718-b7d7-a92e521e28be,620d8f49-03eb-483f-8efa-9b9555cd8ebb,-9403,-121266
1e266479-9ad5-4502-8608-9e8c6eb7e86f,620d8f49-03eb-483f-8efa-9b9555cd8ebb,9403,20365
9bfb0b37-bd82-4718-b7d7-a92e521e28be,71b67c33-fcc5-488f-816d-2a0bef1427af,-5244,-126510
fd394197-4a3e-478d-9fd8-8745dc8ff5a8,71b67c33-fcc5-488f-816d-2a0bef1427af,5244,59326
9bfb0b37-bd82-4718-b7d7-a92e521e28be,0702d044-82d8-4d9f-873c-99a0be736832,-5942,-132452
5b3dc6eb-093c-40a8-8156-32c953a93a72,0702d044-82d8-4d9f-873c-99a0be736832,5942,46500
9bfb0b37-bd82-4718-b7d7-a92e521e28be,9b144303-5bad-4451-b3ef-218da088acb3,-6786,-139238
0c2891f1-e8a3-4346-941e-7a7600749fdc,9b144303-5bad-4451-b3ef-218da088acb3,6786,42781
9bfb0b37-bd82-4718-b7d7-a92e521e28be,6bc46622-6da3-46b1-b7a9-41a67e332582,-5430,-144668
4568dff1-d4d8-441f-b258-7457ca621bae,6bc46622-6da3-46b1-b7a9-41a67e332582,5430,10314
9bfb0b37-bd82-4718-b7d7-a92e521e28be,44a02fe3-0ca0-4528-b817-7c1692f560fb,-4882,-149550
f38e0582-4cec-4556-91a2-d1575e724ff2,44a02fe3-0ca0-4528-b817-7c1692f560fb,4882,33139
9bfb0b37-bd82-4718-b7d7-a92e521e28be,c85f8a8b-a32c-4056-b055-9c31ccd9adb1,-7307,-156857
07bb8d91-a0c0-4c83-89cb-6ad9fbaa1306,c85f8a8b-a32c-4056-b055-9c31ccd9adb1,7307,51665
9bfb0b37-bd82-4718-b7d7-a92e521e28be,0d8fcbda-5c4a-41f5-a866-ab464ec407fe,-9056,-165913
5aef831c-0aa6-4fc9-aec3-545fb6d9f553,0d8fcbda-5c4a-41f5-a866-ab464ec407fe,9056,95794
9bfb0b37-bd82-4718-b7d7-a92e521e28be,09b2d02a-cb29-4ad8-8dc6-06c56a170003,-5478,-171391
e1ebabfb-b234-4a32-8f89-79351f17b5b8,09b2d02a-cb29-4ad8-8dc6-06c56a170003,5478,34983
9bfb0b37-bd82-4718-b7d7-a92e521e28be,72f409f1-8e3f-48c1-b306-a7a7defb87cf,-1565,-172956
8dcd87d6-3d0b-4974-83c8-221a803d45f8,72f409f1-8e3f-48c1-b306-a7a7defb87cf,1565,24977
9bfb0b37-bd82-4718-b7d7-a92e521e28be,72efd1df-1449-465a-9699-8837a83b5cd5,-3100,-176056
141132db-ca24-445e-9f06-7921e0165d6a,72efd1df-1449-465a-9699-8837a83b5cd5,3100,79289
9bfb0b37-bd82-4718-b7d7-a92e521e28be,de99e983-5628-475e-841d-1f69268ae14d,-7441,-183497
3aa8fde1-c745-4e57-83df-2a5457c544d7,de99e983-5628-475e-841d-1f69268ae14d,7441,45530
9bfb0b37-bd82-4718-b7d7-a92e521e28be,170dfad3-f287-4ffa-a387-86e9df52ec78,-8041,-191538
455feb26-4bfb-47b5-854b-ffa1cfc37769,170dfad3-f287-4ffa-a387-86e9df52ec78,8041,19084
9bfb0b37-bd82-4718-b7d7-a92e521e28be,84b196ca-756d-40da-9a76-fc83da333225,-1811,-193349
27f35043-cd29-40e6-b063-72221df4475f,84b196ca-756d-40da-9a76-fc83da333225,1811,10670
9bfb0b37-bd82-4718-b7d7-a92e521e28be,70acb851-9af6-4141-a433-1c376725e39d,-8932,-202281
f88f51b6-6ed4-4dd4-a8ee-6655a3b15b91,70acb851-9af6-4141-a433-1c376725e39d,8932,76493
9bfb0b37-bd82-4718-b7d7-a92e521e28be,ea49e407-9d4d-49af-ac5c-7e9580505390,-972,-203253
48a53098-b178-455b-84e0-f851870d2c50,ea49e407-9d4d-49af-ac5c-7e9580505390,972,35377
9bfb0b37-bd82-4718-b7d7-a92e521e28be,ffec37d2-03ab-4e85-98e6-3fa1c0b969b0,-3882,-207135
c21175ef-9c20-4b59-85b4-1ea5a21129f6,ffec37d2-03ab-4e85-98e6-3fa1c0b969b0,3882,102808
9bfb0b37-bd82-4718-b7d7-a92e521e28be,a38fd8da-3c3e-45f6-aa22-839529b117b8,-5190,-212325
7991085f-7568-4d47-b343-592893e5a5f9,a38fd8da-3c3e-45f6-aa22-839529b117b8,5190,65119
9bfb0b37-bd82-4718-b7d7-a92e521e28be,85be3dd9-6442-4c65-885d-9abde0676e24,-6657,-218982
e71a73d2-39ce-459d-a9d0-528a1b367aba,85be3dd9-6442-4c65-885d-9abde0676e24,6657,84967
9bfb0b37-bd82-4718-b7d7-a92e521e28be,0bb0e1ee-f5d6-410e-ac1d-35e9c768b5d4,-7485,-226467
38e86eed-100f-4b9b-a6ec-155502590bc1,0bb0e1ee-f5d6-410e-ac1d-35e9c768b5d4,7485,29742
9bfb0b37-bd82-4718-b7d7-a92e521e28be,3041223e-655d-4225-9c32-4016730f055e,-7274,-233741
00d669c8-c5f3-4ed2-a4c4-4f2adbfb5a2a,3041223e-655d-4225-9c32-4016730f055e,7274,56177
9bfb0b37-bd82-4718-b7d7-a92e521e28be,0fec4906-da9a-44da-a482-7f84f1c5182f,-8291,-242032
5ddab23a-563f-4be5-a8bb-34b57ae0827b,0fec4906-da9a-44da-a482-7f84f1c5182f,8291,68382
9bfb0b37-bd82-4718-b7d7-a92e521e28be,0511af30-0e9f-4a8a-8355-595cb5beea4f,-7197,-249229
28b79786-7981-451d-b089-4cc327cf3408,0511af30-0e9f-4a8a-8355-595cb5beea4f,7197,73411
9bfb0b37-bd82-4718-b7d7-a92e521e28be,aa41358c-0455-4cda-bf2e-ec7bf22e8de9,-8323,-257552
6aef1388-f6e6-4bea-bd21-64667e72cdcc,aa41358c-0455-4cda-bf2e-ec7bf22e8de9,8323,24784
9bfb0b37-bd82-4718-b7d7-a92e521e28be,10a049b0-8136-43b6-a340-c82ac283757e,-7347,-264899
95651272-ff3a-4ac8-a138-70a816750e84,10a049b0-8136-43b6-a340-c82ac283757e,7347,42005
9bfb0b37-bd82-4718-b7d7-a92e521e28be,92b3553d-4b0d-409d-94f5-b13bb4a6c89e,-4056,-268955
74f4ba1b-92f3-4dae-989a-58efcccefd78,92b3553d-4b0d-409d-94f5-b13bb4a6c89e,4056,22168
9bfb0b37-bd82-4718-b7d7-a92e521e28be,d6270daa-8798-4e0e-9fab-7103100f46ad,-1960,-270915
1f60ef90-3eb6-4839-bb9b-47702394c0d4,d6270daa-8798-4e0e-9fab-7103100f46ad,1960,67003
9bfb0b37-bd82-4718-b7d7-a92e521e28be,3441a08f-91dc-4885-962c-5af28eb624e6,-6032,-276947
39e20daa-4fcf-485b-9f6b-ee0aaec4bce1,3441a08f-91dc-4885-962c-5af28eb624e6,6032,77292
9bfb0b37-bd82-4718-b7d7-a92e521e28be,b9ad9436-7b4a-4e49-86ad-69c1976c5a4d,-1413,-278360
91b98849-7e5b-448a-b2f6-c6fa6cd0ec19,b9ad9436-7b4a-4e49-86ad-69c1976c5a4d,1413,88302
9bfb0b37-bd82-4718-b7d7-a92e521e28be,576219c4-0333-4bfe-8782-8d5f108a7e5f,-325,-278685
8bf7e517-1939-4ad2-84ef-7d340f15916a,576219c4-0333-4bfe-8782-8d5f108a7e5f,325,33850
9bfb0b37-bd82-4718-b7d7-a92e521e28be,2209c19a-8ed0-4110-b572-12dee5f64890,-8521,-287206
de65b392-3d6c-41d3-b4a1-c9ddd0cf5e2c,2209c19a-8ed0-4110-b572-12dee5f64890,8521,32167
9bfb0b37-bd82-4718-b7d7-a92e521e28be,6d4d6000-93cf-412a-8831-3d0f10e395c5,-5852,-293058
55536898-9211-47c9-8aaf-0dd4cc1e8e7b,6d4d6000-93cf-412a-8831-3d0f10e395c5,5852,59036
9bfb0b37-bd82-4718-b7d7-a92e521e28be,71eda8e8-46b4-4166-b031-e065da7c186e,-960,-294018
58149871-a69b-4c2d-9b0a-a409eefc1797,71eda8e8-46b4-4166-b031-e065da7c186e,960,47406
9bfb0b37-bd82-4718-b7d7-a92e521e28be,4f4fd8ba-65e7-40d1-bc40-3b21a1f303d6,-700,-294718
9a1475db-ba7d-40e6-8c30-0595dd239574,4f4fd8ba-65e7-40d1-bc40-3b21a1f303d6,700,67685
9bfb0b37-bd82-4718-b7d7-a92e521e28be,f14c9797-6d2d-4bac-a87e-34855dbdd432,-5382,-300100
590dde55-4700-429e-a013-6faeb81ed20d,f14c9797-6d2d-4bac-a87e-34855dbdd432,5382,27157
9bfb0b37-bd82-4718-b7d7-a92e521e28be,1c7bf548-37ce-428d-8213-4c1cc7062a05,-2574,-302674
a0157c5f-b09d-4931-82ae-9b1cede92cbd,1c7bf548-37ce-428d-8213-4c1cc7062a05,2574,82986
9bfb0b37-bd82-4718-b7d7-a92e521e28be,2163b23f-dea7-4d99-963e-5d31f192a370,-4509,-307183
a02ab262-3518-414c-ab4c-ae8a1c773bf2,2163b23f-dea7-4d99-963e-5d31f192a370,4509,29666
9bfb0b37-bd82-4718-b7d7-a92e521e28be,30810d3e-f2da-4497-a73a-ce74a347cd2a,-4569,-311752
ff6def38-e701-4186-bd33-8d07b1123ece,30810d3e-f2da-4497-a73a-ce74a347cd2a,4569,54881
9bfb0b37-bd82-4718-b7d7-a92e521e28be,8a336d5b-243d-46da-9f32-40bb26b06c75,-6983,-318735
d3f043fb-c5e9-45b3-bad4-746fc8097fd1,8a336d5b-243d-46da-9f32-40bb26b06c75,6983,83258
9bfb0b37-bd82-4718-b7d7-a92e521e28be,34d7160c-f8a0-403d-9cd7-0cbb3550c6b3,-3072,-321807
f6cee829-9d54-44b4-beee-b07e72ac7299,34d7160c-f8a0-403d-9cd7-0cbb3550c6b3,3072,26641
9bfb0b37-bd82-4718-b7d7-a92e521e28be,9918f73a-9796-46aa-baf0-68bfaa56d67f,-2298,-324105
e7a079ec-5121-45f2-9898-e9431a60d51a,9918f73a-9796-46aa-baf0-68bfaa56d67f,2298,48416
9bfb0b37-bd82-4718-b7d7-a92e521e28be,0d0b5266-4c88-4eee-86de-aa6e5ba2b90d,-1179,-325284
a52a84d9-b660-4c03-9344-9c660b467db9,0d0b5266-4c88-4eee-86de-aa6e5ba2b90d,1179,27451
9bfb0b37-bd82-4718-b7d7-a92e521e28be,27b9d229-3a4d-4d0a-9a18-859d981a1304,-3975,-329259
d7221fce-af55-4be2-ac48-b8b51ab3df24,27b9d229-3a4d-4d0a-9a18-859d981a1304,3975,101979
9bfb0b37-bd82-4718-b7d7-a92e521e28be,21c4cdef-5046-4e82-b1e4-5666031f8e78,-5216,-334475
8efce854-e28d-4117-962c-9c7051909344,21c4cdef-5046-4e82-b1e4-5666031f8e78,5216,59431
9bfb0b37-bd82-4718-b7d7-a92e521e28be,46d8aac2-77d2-4524-b666-6bd9d1c318ff,-6747,-341222
f4014f64-bc58-462f-b32b-ec883fc405f9,46d8aac2-77d2-4524-b666-6bd9d1c318ff,6747,93343
9bfb0b37-bd82-4718-b7d7-a92e521e28be,d4e68938-bf41-4169-a158-c459fad4b998,-5464,-346686
01318274-4d62-4fa1-857d-79c676b2d665,d4e68938-bf41-4169-a158-c459fad4b998,5464,33265
9bfb0b37-bd82-4718-b7d7-a92e521e28be,dd252930-f10c-4fe0-a737-c835b3a11299,-8983,-355669
26d70f34-346b-493a-8dbb-2b32bbca0415,dd252930-f10c-4fe0-a737-c835b3a11299,8983,53628
9bfb0b37-bd82-4718-b7d7-a92e521e28be,46b95068-1275-4866-b88e-8f59803f0982,-4028,-359697
8f52b62a-7b6c-4ffe-99c6-6eab4c5ba01f,46b95068-1275-4866-b88e-8f59803f0982,4028,27355
9bfb0b37-bd82-4718-b7d7-a92e521e28be,8c087f58-0d94-41c1-91eb-77de1a4032bc,-7156,-366853
a9bd83f6-fe96-4f18-9608-ff52758c4eb5,8c087f58-0d94-41c1-91eb-77de1a4032bc,7156,36634
9bfb0b37-bd82-4718-b7d7-a92e521e28be,c31a77fc-5d66-4346-be2a-19c224493a8e,-2524,-369377
06d03c19-f086-4858-99dc-7f1ae150eec7,c31a77fc-5d66-4346-be2a-19c224493a8e,2524,31931
9bfb0b37-bd82-4718-b7d7-a92e521e28be,19106f62-a5b1-4637-8abe-7aab4d638d76,-1316,-370693
7f972927-6d6e-40f2-9fd5-deea26834657,19106f62-a5b1-4637-8abe-7aab4d638d76,1316,60697
9bfb0b37-bd82-4718-b7d7-a92e521e28be,470858d6-231f-4af0-bc64-84981ece6f77,-8287,-378980
7d5ef247-050c-4a4e-9d3e-3f3a8a6b9a75,470858d6-231f-4af0-bc64-84981ece6f77,8287,21538
9bfb0b37-bd82-4718-b7d7-a92e521e28be,195eadf6-33d0-4520-abf8-96457aa125c7,-6243,-385223
701a57cb-ce91-4823-bf4a-46290c9c104d,195eadf6-33d0-4520-abf8-96457aa125c7,6243,96346
9bfb0b37-bd82-4718-b7d7-a92e521e28be,d7b79021-6b57-4cdb-be8f-bc51289206a9,-7007,-392230
ea0a6ca2-950f-4045-b3c7-1eaa9a3ab0e6,d7b79021-6b57-4cdb-be8f-bc51289206a9,7007,43148
9bfb0b37-bd82-4718-b7d7-a92e521e28be,be8944e6-ac6e-4b3f-bb09-956612b88dc8,-7121,-399351
95460e62-3cb0-4ea5-a3ee-8056aa0aac32,be8944e6-ac6e-4b3f-bb09-956612b88dc8,7121,75070
9bfb0b37-bd82-4718-b7d7-a92e521e28be,cbc0d39e-0667-4257-9e6e-48cc1cc1819f,-1442,-400793
ab906cd3-ef81-4062-9390-6bd2607a8cf8,cbc0d39e-0667-4257-9e6e-48cc1cc1819f,1442,85913
9bfb0b37-bd82-4718-b7d7-a92e521e28be,f736e72b-2fa3-477a-bdbb-f65aedb3893b,-3070,-403863
3d705b46-e142-4cd2-9c31-f9709cb9d5f4,f736e72b-2fa3-477a-bdbb-f65aedb3893b,3070,4083
9bfb0b37-bd82-4718-b7d7-a92e521e28be,c25acb1d-8ee0-4de2-9551-9e5c0811c5c0,-9490,-413353
4414c4c9-7042-4d96-b8b8-6fac76831aa1,c25acb1d-8ee0-4de2-9551-9e5c0811c5c0,9490,16254
9bfb0b37-bd82-4718-b7d7-a92e521e28be,2f726324-20dd-4c5d-b78c-fe2948f8e28b,-6018,-419371
fa287201-1482-4778-bed5-3f77e870e203,2f726324-20dd-4c5d-b78c-fe2948f8e28b,6018,100460
9bfb0b37-bd82-4718-b7d7-a92e521e28be,671f6d44-7ba7-404c-b174-614b05717395,-7476,-426847
099cfe9c-eaff-424a-be7a-cced39c0c307,671f6d44-7ba7-404c-b174-614b05717395,7476,91925
9bfb0b37-bd82-4718-b7d7-a92e521e28be,e47f946c-20cb-4659-89e8-b76c9bfe4b0d,-426,-427273
8dad42c2-bc3c-4ece-b72f-fcd36d5e90a4,e47f946c-20cb-4659-89e8-b76c9bfe4b0d,426,86431
9bfb0b37-bd82-4718-b7d7-a92e521e28be,262b93ac-10b7-48e1-b46f-4e8d389853d6,-9762,-437035
f76c876e-c4c6-4553-a8e1-f6a24f3c72f5,262b93ac-10b7-48e1-b46f-4e8d389853d6,9762,75822
9bfb0b37-bd82-4718-b7d7-a92e521e28be,fdcedd35-211a-4ca0-82f3-7ab09563b59f,-4992,-442027
0d994d4f-b85c-426a-8c16-fc7b0faeba13,fdcedd35-211a-4ca0-82f3-7ab09563b59f,4992,24925
9bfb0b37-bd82-4718-b7d7-a92e521e28be,42a7e8c2-a349-4f89-9ae3-96522a73b6e8,-8882,-450909
0e608ef4-c15b-4241-9083-b743e9ad33fc,42a7e8c2-a349-4f89-9ae3-96522a73b6e8,8882,16325
9bfb0b37-bd82-4718-b7d7-a92e521e28be,5ba421ff-4a6f-48cb-b218-3652f7b51c60,-3839,-454748
6ae5e1a1-f40c-4d71-a88e-f6e92cc54e88,5ba421ff-4a6f-48cb-b218-3652f7b51c60,3839,45332
9bfb0b37-bd82-4718-b7d7-a92e521e28be,8ef0e8f2-b914-47c9-a565-1ed373871f02,-8564,-463312
8dc2ad79-e003-4606-a0a3-a6d2ec5d493c,8ef0e8f2-b914-47c9-a565-1ed373871f02,8564,48640
9bfb0b37-bd82-4718-b7d7-a92e521e28be,359bbc81-6417-4efd-a00b-098d29a68c88,-6845,-470157
61bd62f9-409d-416d-84f2-de4daf8ac0d4,359bbc81-6417-4efd-a00b-098d29a68c88,6845,8088
9bfb0b37-bd82-4718-b7d7-a92e521e28be,105b8645-5188-4684-8e77-252a66242b07,-4100,-474257
84e580de-e5f1-4295-8c4f-cb71715eb31c,105b8645-5188-4684-8e77-252a66242b07,4100,92597
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,58f43ca6-3741-4716-b061-f403adf810f4,-8760,-8692
296232cf-bf6f-4b50-addd-f0a84f361365,58f43ca6-3741-4716-b061-f403adf810f4,8760,29286
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,dbc215e2-a11c-40d4-9454-3d593e352149,-2582,-11274
5e1d151d-1666-450d-9e41-5808e75a893a,dbc215e2-a11c-40d4-9454-3d593e352149,2582,76905
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,24edcf69-9d3e-4bc4-ae0c-d2ad71993c10,-7829,-19103
1d5c6e76-8175-4397-927a-66fca6f8618c,24edcf69-9d3e-4bc4-ae0c-d2ad71993c10,7829,58965
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,5179f31e-bd9a-43d8-963a-7ce14800677d,-4505,-23608
4e55964b-70c2-4af2-958b-fe23f30fdf86,5179f31e-bd9a-43d8-963a-7ce14800677d,4505,51405
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,82b6beba-4bfa-46a1-bb06-147ef54a1d05,-2750,-26358
e11189aa-2760-4f09-8297-85e629ba3dc8,82b6beba-4bfa-46a1-bb06-147ef54a1d05,2750,96742
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,ef2d7dc5-546e-4070-8dd4-956eebdb629a,-6699,-33057
f1eb86b4-fefb-4107-8dd8-5e65b1fbab39,ef2d7dc5-546e-4070-8dd4-956eebdb629a,6699,19932
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,c2ee4c43-577b-4464-94e7-a0487c5af90f,-6215,-39272
f94c7748-6191-495c-84ed-b300417be055,c2ee4c43-577b-4464-94e7-a0487c5af90f,6215,18844
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,5578e802-cbed-4721-ae40-06a3398791d8,-2638,-41910
319a9cd0-07f1-4ac7-ac2c-a586b124384a,5578e802-cbed-4721-ae40-06a3398791d8,2638,69693
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,4e761e27-14b8-4a03-8c1e-cf9f0eea1199,-7167,-49077
beb4234e-2589-4e11-afd5-73285a4951ff,4e761e27-14b8-4a03-8c1e-cf9f0eea1199,7167,58601
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,80218924-dbc9-4f06-b3fd-cf6cdb785428,-2356,-51433
ae422d28-49d5-452f-a6f3-df735eda0994,80218924-dbc9-4f06-b3fd-cf6cdb785428,2356,100490
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,d6162770-df8a-4aa8-9fbd-96b15ed4701f,-6309,-57742
c78f0012-14f8-4518-afc9-1f67251af3f9,d6162770-df8a-4aa8-9fbd-96b15ed4701f,6309,26106
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,1f0790eb-cc82-473f-aa49-f0cedbf5e303,-4258,-62000
cd461b03-36c9-407a-82af-f05a1678c878,1f0790eb-cc82-473f-aa49-f0cedbf5e303,4258,26445
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,028df646-8765-4b92-88e2-f667b2309e08,-4511,-66511
e536df89-61ee-41ea-8f6c-d5c22f3f1738,028df646-8765-4b92-88e2-f667b2309e08,4511,88446
2501bcea-88f1-4d13-b4a2-d1243acb6d6b,464e8912-c2f5-450b-97d8-c57779281098,-7788,-74299
