account,txn_id,amount,balance
8fd4750e-8dea-461e-8b49-c335c239a959,908604cd-c647-43cf-869d-d646110b3cc0,488,80018
2a3406a7-d379-4b37-bde1-a180bfe73da0,425997f2-ced1-4033-9d02-175b2b619b69,-2362,-16463
d3e086ff-76f7-4db4-afdc-06fb6fb72721,425997f2-ced1-4033-9d02-175b2b619b69,2362,81255
2a3406a7-d379-4b37-bde1-a180bfe73da0,8fa1bf45-f4ec-49e3-9a06-e65f23d58596,-3479,-19942
1511b715-e1b1-4e9f-9cc6-820d6b4feaaa,8fa1bf45-f4ec-49e3-9a06-e65f23d58596,3479,18958
2a3406a7-d379-4b37-bde1-a180bfe73da0,beb58cd7-f08f-4327-86d2-c26316a1a7d6,-210,-20152
9ced79fb-c688-4164-9c4f-6b30d9b07e53,beb58cd7-f08f-4327-86d2-c26316a1a7d6,210,41457
2a3406a7-d379-4b37-bde1-a180bfe73da0,4ba442e6-f368-4f8e-9f2b-c3cdb9ebccde,-9074,-29226
0ee4c1ea-00c0-4f72-890d-afd386ef8f0f,4ba442e6-f368-4f8e-9f2b-c3cdb9ebccde,9074,32988
2a3406a7-d379-4b37-bde1-a180bfe73da0,b503d778-4d96-49ff-9a2b-ed06900950a6,-4242,-33468
9cdba3a3-e60a-4a65-b942-d8b4c449a67e,b503d778-4d96-49ff-9a2b-ed06900950a6,4242,18561
2a3406a7-d379-4b37-bde1-a180bfe73da0,e1237457-1d87-4508-8e0e-2793af4a892a,-7523,-40991
eef63898-1893-4c1f-b4b6-07ae939c9261,e1237457-1d87-4508-8e0e-2793af4a892a,7523,63829
2a3406a7-d379-4b37-bde1-a180bfe73da0,f81b038c-50a4-44dd-aac4-899dd5c794dd,-2193,-43184
0daf6aa3-32e5-4589-9545-698b7991d85d,f81b038c-50a4-44dd-aac4-899dd5c794dd,2193,83838
2a3406a7-d379-4b37-bde1-a180bfe73da0,f160381f-1af9-4542-8b8c-a2ec1e035466,-9673,-52857
4b6e869a-e33f-434e-9043-b47067843a3b,f160381f-1af9-4542-8b8c-a2ec1e035466,9673,54508
2a3406a7-d379-4b37-bde1-a180bfe73da0,0587fde8-91e7-41c0-8bc6-2ff4e1a8df2f,-1733,-54590
2ac0b14a-6963-4296-930d-4a73246102b4,0587fde8-91e7-41c0-8bc6-2ff4e1a8df2f,1733,37550
2a3406a7-d379-4b37-bde1-a180bfe73da0,05ca064c-ebea-4e44-9220-1429f13b5103,-872,-55462
c1b8eea6-1ef7-4acd-9a75-9ac1d835328b,05ca064c-ebea-4e44-9220-1429f13b5103,872,41989
2a3406a7-d379-4b37-bde1-a180bfe73da0,eab2155c-4e31-45e4-83d7-7366a094a034,-1923,-57385
791ebd5d-7dee-40aa-a99e-bc3145c4790b,eab2155c-4e31-45e4-83d7-7366a094a034,1923,5084
2a3406a7-d379-4b37-bde1-a180bfe73da0,805fdeb6-22a4-4938-ad3f-b34791203ca3,-113,-57498
4f360d41-b204-4120-b8a3-aa960a16b326,805fdeb6-22a4-4938-ad3f-b34791203ca3,113,33683
2a3406a7-d379-4b37-bde1-a180bfe73da0,988e0b92-eee0-401d-a845-039300533ad2,-5489,-62987
0d139b01-1973-4900-b4e4-d8779af58149,988e0b92-eee0-401d-a845-039300533ad2,5489,76024
2a3406a7-d379-4b37-bde1-a180bfe73da0,5d006f33-87dc-4666-833e-42a99c3e0caa,-4760,-67747
e01dfb7d-b508-418b-bca6-a48d1be986c0,5d006f33-87dc-4666-833e-42a99c3e0caa,4760,79757
2a3406a7-d379-4b37-bde1-a180bfe73da0,a785f42c-3540-40f3-8622-3fc452064460,-5325,-73072
013b08fe-211c-4a25-bc6e-ca70b0c11d5c,a785f42c-3540-40f3-8622-3fc452064460,5325,41635
2a3406a7-d379-4b37-bde1-a180bfe73da0,e647920f-2f58-4572-93cc-d94380917bb9,-1901,-74973
39bf2d14-8f6e-42e8-b5c4-84a7bf3a9b76,e647920f-2f58-4572-93cc-d94380917bb9,1901,5045
2a3406a7-d379-4b37-bde1-a180bfe73da0,6b03c5b6-17d3-4907-920c-fef80a9256fb,-7403,-82376
f86b42fd-ae99-4b2c-9a46-1cf96ca651b0,6b03c5b6-17d3-4907-920c-fef80a9256fb,7403,86648
2a3406a7-d379-4b37-bde1-a180bfe73da0,2ecdcede-4b35-4900-a531-7569a2104754,-6168,-88544
f2c90ca9-fbcb-4150-aa06-cc4238cf5c16,2ecdcede-4b35-4900-a531-7569a2104754,6168,38621
2a3406a7-d379-4b37-bde1-a180bfe73da0,221b4000-f9ea-403d-9410-058e28f0de5f,-5482,-94026
66abad21-a8af-48b5-bf98-a63f3dc3e20e,221b4000-f9ea-403d-9410-058e28f0de5f,5482,98395
2a3406a7-d379-4b37-bde1-a180bfe73da0,51dec764-645e-4cd9-9b3e-eeb9e389a767,-433,-94459
0af86182-2b82-4510-9eec-4d403a88ad43,51dec764-645e-4cd9-9b3e-eeb9e389a767,433,12628
2a3406a7-d379-4b37-bde1-a180bfe73da0,82be39a7-e7f4-4d53-98d1-1125af90f51d,-9557,-104016
de976797-d27f-4763-b863-9bc255550e00,82be39a7-e7f4-4d53-98d1-1125af90f51d,9557,92561
2a3406a7-d379-4b37-bde1-a180bfe73da0,c299a41d-4439-4b13-b275-bace8908dd08,-9758,-113774
b936d8e8-72e6-456b-bb94-4ea3266a29fd,c299a41d-4439-4b13-b275-bace8908dd08,9758,21113
2a3406a7-d379-4b37-bde1-a180bfe73da0,090ff3a0-182d-4011-a7d2-8b321a480ac8,-487,-114261
641d3a5b-96e2-486e-90c1-84dc1b69e67e,090ff3a0-182d-4011-a7d2-8b321a480ac8,487,32832
2a3406a7-d379-4b37-bde1-a180bfe73da0,1c6db602-89a4-466f-875f-3fe83d7f3aab,-805,-115066
e365fffb-e829-46fd-bfd4-d06d8b8fcbca,1c6db602-89a4-466f-875f-3fe83d7f3aab,805,73656
2a3406a7-d379-4b37-bde1-a180bfe73da0,b37b1737-202a-4e7e-87a0-8a61590c1cd9,-686,-115752
bb663e74-e08e-459d-96f4-bfca40f7610b,b37b1737-202a-4e7e-87a0-8a61590c1cd9,686,80677
2a3406a7-d379-4b37-bde1-a180bfe73da0,48734dcc-4804-40e7-baf5-2a5465224440,-1920,-117672
82093e5e-2e9f-4649-84aa-128e2e1e9d8a,48734dcc-4804-40e7-baf5-2a5465224440,1920,95824
2a3406a7-d379-4b37-bde1-a180bfe73da0,6a96b2c3-41b6-468b-be0c-455c49f5997c,-6171,-123843
53a79963-505b-45f6-bd71-96f1450a3f58,6a96b2c3-41b6-468b-be0c-455c49f5997c,6171,20245
2a3406a7-d379-4b37-bde1-a180bfe73da0,cb1dc2a5-17e8-4a90-a2a7-ffbae6ac36b4,-7437,-131280
8f78cd9e-8e58-4191-876a-b6879d01d2df,cb1dc2a5-17e8-4a90-a2a7-ffbae6ac36b4,7437,95657
2a3406a7-d379-4b37-bde1-a180bfe73da0,75007f29-8fb7-44f0-8189-d9fa6ad5207c,-454,-131734
d78463dc-792b-4630-8cce-16fdcda0cbee,75007f29-8fb7-44f0-8189-d9fa6ad5207c,454,52686
2a3406a7-d379-4b37-bde1-a180bfe73da0,8177d4fd-94ff-4306-9922-3fe0d22f6138,-4999,-136733
6f562f24-daed-42c8-998d-9af0d1e19e07,8177d4fd-94ff-4306-9922-3fe0d22f6138,4999,90840
2a3406a7-d379-4b37-bde1-a180bfe73da0,11d1cf66-9deb-4119-b526-a706397a9e38,-6464,-143197
b4fc229d-4483-4a24-89d5-2a2cef596870,11d1cf66-9deb-4119-b526-a706397a9e38,6464,36972
2a3406a7-d379-4b37-bde1-a180bfe73da0,db0cf469-5d10-45be-89ad-1933746c8e01,-7397,-150594
8a498061-5da2-491e-8940-2d3bcfe9d613,db0cf469-5d10-45be-89ad-1933746c8e01,7397,105415
2a3406a7-d379-4b37-bde1-a180bfe73da0,c9e3a400-3dfe-4444-b858-d3c94a895069,-8577,-159171
56ba0363-95af-414a-b99e-b0e8df4e2df9,c9e3a400-3dfe-4444-b858-d3c94a895069,8577,45614
2a3406a7-d379-4b37-bde1-a180bfe73da0,0d080abe-8962-44fd-bfe5-d684474d5d56,-9759,-168930
98c45931-5079-4a87-bf6b-f0ae90afb2d9,0d080abe-8962-44fd-bfe5-d684474d5d56,9759,90707
2a3406a7-d379-4b37-bde1-a180bfe73da0,3df90bc4-e22e-4f5d-a18f-ceaf74f7f40f,-7331,-176261
2884dcf2-637d-46ab-8c24-88a2c01926e5,3df90bc4-e22e-4f5d-a18f-ceaf74f7f40f,7331,81672
2a3406a7-d379-4b37-bde1-a180bfe73da0,327d6f57-47ca-4bdc-ab58-135c40f0fbc8,-6447,-182708
3f7f350c-eb34-4a52-ad42-7bfa293d3062,327d6f57-47ca-4bdc-ab58-135c40f0fbc8,6447,33165
2a3406a7-d379-4b37-bde1-a180bfe73da0,06d8613d-9a80-49f6-ab2f-77acf50f52d0,-9581,-192289
f29b7263-1ecc-4976-8dca-1af23165b928,06d8613d-9a80-49f6-ab2f-77acf50f52d0,9581,106962
2a3406a7-d379-4b37-bde1-a180bfe73da0,7b3c31fc-e60e-4b2c-a1bf-2ca1445d929d,-765,-193054
43fc3a0f-10f3-47b9-9130-9a26f6f69e2b,7b3c31fc-e60e-4b2c-a1bf-2ca1445d929d,765,78373
2a3406a7-d379-4b37-bde1-a180bfe73da0,07eec78c-5e5f-4e6e-a22c-b01d3805e532,-4438,-197492
8e8018fb-3d05-4aed-84b0-009449e23b2d,07eec78c-5e5f-4e6e-a22c-b01d3805e532,4438,91107
2a3406a7-d379-4b37-bde1-a180bfe73da0,9a153a5a-eb90-4426-bed5-b2d6f1337b63,-8584,-206076
a3ac3c39-11a5-41ef-b9aa-d5b70835ba48,9a153a5a-eb90-4426-bed5-b2d6f1337b63,8584,44330
2a3406a7-d379-4b37-bde1-a180bfe73da0,603dc300-442f-4993-a604-742db972b38a,-2200,-208276
7aaebee8-9897-4e99-bb73-bf081c5bc828,603dc300-442f-4993-a604-742db972b38a,2200,43860
2a3406a7-d379-4b37-bde1-a180bfe73da0,930f621a-e154-4f14-a66f-97d5eabc3bfc,-3219,-211495
ec40bb04-26c3-4a94-b764-21806feb73d3,930f621a-e154-4f14-a66f-97d5eabc3bfc,3219,22511
2a3406a7-d379-4b37-bde1-a180bfe73da0,d2b7013c-9eee-4303-baa6-72417fe42b3a,-3754,-215249
be68bb29-63b9-4803-8976-a7ed3b742894,d2b7013c-9eee-4303-baa6-72417fe42b3a,3754,16885
2a3406a7-d379-4b37-bde1-a180bfe73da0,6882dec4-3081-4216-9830-705d8d24c630,-2454,-217703
4e6ca9ad-1b4d-4445-9808-7e97ae3ad9d1,6882dec4-3081-4216-9830-705d8d24c630,2454,93276
2a3406a7-d379-4b37-bde1-a180bfe73da0,6c213e26-5035-422c-b391-0057e79f1d7a,-5074,-222777
1ca955f5-e1d9-47f9-9ef0-b10683440078,6c213e26-5035-422c-b391-0057e79f1d7a,5074,35121
2a3406a7-d379-4b37-bde1-a180bfe73da0,1681455a-26f5-485e-baea-e7ca9b225cb7,-2789,-225566
20bff85a-4abd-477a-bed1-a01b5e898ad9,1681455a-26f5-485e-baea-e7ca9b225cb7,2789,86325
2a3406a7-d379-4b37-bde1-a180bfe73da0,346650be-d294-4d08-bcff-34ed9b66487d,-4682,-230248
4ca8013d-3ef5-45e9-856b-5d6cad38860c,346650be-d294-4d08-bcff-34ed9b66487d,4682,96589
2a3406a7-d379-4b37-bde1-a180bfe73da0,fe6ea853-02d3-4b93-86e5-65c51081bb27,-9754,-240002
171c6309-80d7-4545-b204-39fd10e35d5a,fe6ea853-02d3-4b93-86e5-65c51081bb27,9754,65020
2a3406a7-d379-4b37-bde1-a180bfe73da0,7c5e2b5a-b4c2-4e85-b141-0545ef55a3c8,-2917,-242919
558a296c-b331-4fd7-a548-d760961c160b,7c5e2b5a-b4c2-4e85-b141-0545ef55a3c8,2917,6324
2a3406a7-d379-4b37-bde1-a180bfe73da0,401cccfc-6f4c-4d99-b983-95f9d07bd084,-4558,-247477
de9c3184-36ce-40e5-8453-219fad6b5cd2,401cccfc-6f4c-4d99-b983-95f9d07bd084,4558,72824
2a3406a7-d379-4b37-bde1-a180bfe73da0,a53acd11-9d8c-4e12-a8a4-7c0d5be935b6,-6200,-253677
c1c98476-08ee-4a1f-8cc8-a3322e4e9e0a,a53acd11-9d8c-4e12-a8a4-7c0d5be935b6,6200,77012
2a3406a7-d379-4b37-bde1-a180bfe73da0,1d15b855-e975-47c4-8cb3-053e76520753,-9886,-263563
efbd4488-3f70-4ac3-b8fe-2b4d6d9fd82b,1d15b855-e975-47c4-8cb3-053e76520753,9886,64663
2a3406a7-d379-4b37-bde1-a180bfe73da0,8df89a04-94e1-4d4b-8a60-6fd7ce84a747,-9926,-273489
adf34a9e-5cda-460d-b7e4-87207ea420eb,8df89a04-94e1-4d4b-8a60-6fd7ce84a747,9926,16377
2a3406a7-d379-4b37-bde1-a180bfe73da0,47b1d618-542e-41f0-bfef-2f38a9aff67a,-1349,-274838
c833cdf6-c152-43a0-af18-61f2097d3e9c,47b1d618-542e-41f0-bfef-2f38a9aff67a,1349,14378
2a3406a7-d379-4b37-bde1-a180bfe73da0,2c28b9e8-f2ea-4524-a5be-378943338749,-4835,-279673
1eb18cf8-50f1-4e35-a433-aca3e9e2eced,2c28b9e8-f2ea-4524-a5be-378943338749,4835,71282
2a3406a7-d379-4b37-bde1-a180bfe73da0,8dfe4a40-ec57-4f6a-90e3-5f8d99314c07,-1742,-281415
606078d3-c98b-4b16-be04-ba82212453ee,8dfe4a40-ec57-4f6a-90e3-5f8d99314c07,1742,67704
2a3406a7-d379-4b37-bde1-a180bfe73da0,f420a0db-a161-4bf0-b23c-6ad2ff9e8e56,-7527,-288942
1e1010cb-654c-4965-9633-d693ea96ae95,f420a0db-a161-4bf0-b23c-6ad2ff9e8e56,7527,106767
2a3406a7-d379-4b37-bde1-a180bfe73da0,3b2b45f4-5059-4f89-ad97-4be7ba43f9c8,-2716,-291658
213f57bc-c7c2-455d-bb16-a5b59237127a,3b2b45f4-5059-4f89-ad97-4be7ba43f9c8,2716,25955
2a3406a7-d379-4b37-bde1-a180bfe73da0,c9beeef8-d59e-4359-97c8-0fd99f8ab6d0,-8724,-300382
6f633c10-84ae-4c72-be71-44c2d03cf7fb,c9beeef8-d59e-4359-97c8-0fd99f8ab6d0,8724,37185
2a3406a7-d379-4b37-bde1-a180bfe73da0,627baf82-9ce3-40e4-84b6-80f471c8634e,-1674,-302056
182af080-5e78-40db-9c88-b68d5af46f2c,627baf82-9ce3-40e4-84b6-80f471c8634e,1674,86576
2a3406a7-d379-4b37-bde1-a180bfe73da0,d755fd89-f314-47aa-951a-428c6b4115c2,-8986,-311042
22619597-e6e8-482e-8f91-d602572effc0,d755fd89-f314-47aa-951a-428c6b4115c2,8986,24320
2a3406a7-d379-4b37-bde1-a180bfe73da0,f16f2057-7ca7-4154-9ac3-6fb7235326f0,-3637,-314679
b9ad45ce-594e-422c-9437-2431a9966d51,f16f2057-7ca7-4154-9ac3-6fb7235326f0,3637,28563
2a3406a7-d379-4b37-bde1-a180bfe73da0,66d4d3fa-2670-4720-a78e-b0a40462b3b3,-4862,-319541
9db3ab8a-3a6f-4573-ab47-3c303651e5ee,66d4d3fa-2670-4720-a78e-b0a40462b3b3,4862,86478
2a3406a7-d379-4b37-bde1-a180bfe73da0,0fb764b6-4110-45bf-bff4-befd9b6835eb,-4706,-324247
15dace89-7009-4654-b20f-546c20913988,0fb764b6-4110-45bf-bff4-befd9b6835eb,4706,57911
2a3406a7-d379-4b37-bde1-a180bfe73da0,ed5fab45-9937-4672-984d-46b40fdc0d19,-9268,-333515
9078ff1f-06a6-45ef-83ab-f352e462e350,ed5fab45-9937-4672-984d-46b40fdc0d19,9268,79777
2a3406a7-d379-4b37-bde1-a180bfe73da0,ed40f29d-0709-4539-bdd2-2c3d8ceed14f,-1770,-335285
a3a70f85-ca75-4c07-8f22-78fc7b9b9344,ed40f29d-0709-4539-bdd2-2c3d8ceed14f,1770,21709
2a3406a7-d379-4b37-bde1-a180bfe73da0,5c703c8d-ddc0-4d57-a16b-9c8327e6f65f,-7081,-342366
4c023f91-f3e0-4db0-961f-472653b4702c,5c703c8d-ddc0-4d57-a16b-9c8327e6f65f,7081,74027
2a3406a7-d379-4b37-bde1-a180bfe73da0,6cbf35b4-ceba-4356-a293-6e78aa88745d,-1765,-344131
e5a72682-a282-49ca-8f6b-3e9d9d0c7d0b,6cbf35b4-ceba-4356-a293-6e78aa88745d,1765,77576
2a3406a7-d379-4b37-bde1-a180bfe73da0,c1362789-35c9-4764-a0cc-84ba8c6fdf81,-6751,-350882
b4cf890d-3069-490f-848a-c0df37556119,c1362789-35c9-4764-a0cc-84ba8c6fdf81,6751,19682
2a3406a7-d379-4b37-bde1-a180bfe73da0,c0747f5f-e281-4183-b649-f94cad012549,-6261,-357143
f34b4263-2b46-4d6d-9c11-54dc8f40bc4f,c0747f5f-e281-4183-b649-f94cad012549,6261,42645
2a3406a7-d379-4b37-bde1-a180bfe73da0,751f9efe-0fe5-4755-a5a6-6b82249060a5,-5109,-362252
25098ef4-e6ba-4395-ba4c-fe781f8280cc,751f9efe-0fe5-4755-a5a6-6b82249060a5,5109,74810
2a3406a7-d379-4b37-bde1-a180bfe73da0,a4bbc107-5a84-4756-b26c-798c422f97bd,-1182,-363434
89ce84be-e1b5-4f7d-a79a-d79bb7e1c653,a4bbc107-5a84-4756-b26c-798c422f97bd,1182,65797
2a3406a7-d379-4b37-bde1-a180bfe73da0,38130904-81ed-41c2-a2ba-738fe3880638,-6138,-369572
cbe2eff8-d366-4861-97f1-f2e5743b301e,38130904-81ed-41c2-a2ba-738fe3880638,6138,105858
2a3406a7-d379-4b37-bde1-a180bfe73da0,0cc057f7-6058-4cc9-9730-961ab4886a93,-538,-370110
546182b0-4278-4b53-ba3f-fb5d096de8bd,0cc057f7-6058-4cc9-9730-961ab4886a93,538,40922
2a3406a7-d379-4b37-bde1-a180bfe73da0,08425596-cb97-4abe-805f-8c5f3d7b09f3,-5148,-375258
ca9a9f13-4bf4-43f8-87bc-058cd08c729d,08425596-cb97-4abe-805f-8c5f3d7b09f3,5148,72597
2a3406a7-d379-4b37-bde1-a180bfe73da0,3955828f-7812-48d9-9ec5-94e4610b25cd,-3389,-378647
e4a33703-2016-4609-9969-90b7952be068,3955828f-7812-48d9-9ec5-94e4610b25cd,3389,89927
2a3406a7-d379-4b37-bde1-a180bfe73da0,e342d641-8e13-4fd8-a3c0-751d5d2a85c2,-5626,-384273
be0eaadb-1ee0-474d-b6aa-aa9d05697dcf,e342d641-8e13-4fd8-a3c0-751d5d2a85c2,5626,60069
2a3406a7-d379-4b37-bde1-a180bfe73da0,01aabcc3-6536-4d4f-b50d-1c70491585de,-2168,-386441
7917533c-ee67-4fbf-8e0f-def8d799de5c,01aabcc3-6536-4d4f-b50d-1c70491585de,2168,7428
2a3406a7-d379-4b37-bde1-a180bfe73da0,fd9161ab-7457-48ec-9bfd-8188569ae3bb,-3205,-389646
23ecea3c-e28a-42db-8ec3-d09a697480cb,fd9161ab-7457-48ec-9bfd-8188569ae3bb,3205,24425
2a3406a7-d379-4b37-bde1-a180bfe73da0,1a6e9f8c-fba8-4223-aad9-4973aef3009b,-2926,-392572
10ff9798-5c9b-4531-9ede-ba6c59cdef96,1a6e9f8c-fba8-4223-aad9-4973aef3009b,2926,54074
2a3406a7-d379-4b37-bde1-a180bfe73da0,3fff3895-5abd-4729-b854-8d27e0113023,-8330,-400902
3f2b4de1-33e6-44a8-b4a2-c78e9daa42b4,3fff3895-5abd-4729-b854-8d27e0113023,8330,15838
2a3406a7-d379-4b37-bde1-a180bfe73da0,0b6ce315-d550-4345-8eaf-997311810aa8,-2642,-403544
a6281121-0fbe-4d4e-bc2d-b3e043639db1,0b6ce315-d550-4345-8eaf-997311810aa8,2642,30223
2a3406a7-d379-4b37-bde1-a180bfe73da0,a812f8b1-1801-4fb8-ab70-5db88d95d18f,-3922,-407466
5b606ee1-ceb2-449a-8b35-364b9a3b107d,a812f8b1-1801-4fb8-ab70-5db88d95d18f,3922,41594
2a3406a7-d379-4b37-bde1-a180bfe73da0,034e38a9-5bc9-4964-864b-3294f46d7022,-1270,-408736
a57c8721-4897-4d7e-92c6-c2ede52e91b2,034e38a9-5bc9-4964-864b-3294f46d7022,1270,1571
2a3406a7-d379-4b37-bde1-a180bfe73da0,a7953d29-1741-4c87-bfa3-1d04f433fae7,-9177,-417913
e61728c0-98df-4547-940d-54f1b63b5fa2,a7953d29-1741-4c87-bfa3-1d04f433fae7,9177,58897
2a3406a7-d379-4b37-bde1-a180bfe73da0,2ed0e53b-a771-42c0-8980-caa0ac3067a2,-3793,-421706
ac95b3e0-8f59-47de-9dea-17b84bf4b44c,2ed0e53b-a771-42c0-8980-caa0ac3067a2,3793,11093
6f370565-c754-4b8f-8e44-32f115c58049,55d7529f-c408-4ccc-8fd4-88421bb12be9,-3341,57117
a4405733-f65a-48cf-9d38-4de2f4c06401,55d7529f-c408-4ccc-8fd4-88421bb12be9,3341,41400
6f370565-c754-4b8f-8e44-32f115c58049,94c59cbf-0f53-43de-8282-0efa13f5d95c,-5493,51624
708c8d98-2140-4180-a23c-83b523953da0,94c59cbf-0f53-43de-8282-0efa13f5d95c,5493,98823
6f370565-c754-4b8f-8e44-32f115c58049,f0d29a0d-faf4-4944-85cb-e7d41e94591d,-8605,43019
d9ec653b-a1ed-49c0-a948-55e707366012,f0d29a0d-faf4-4944-85cb-e7d41e94591d,8605,14395
6f370565-c754-4b8f-8e44-32f115c58049,32f187a0-f567-4c6f-9f8f-0d9971c290b2,-533,42486
134b01ad-e0ec-4ac9-a355-48c3f1157256,32f187a0-f567-4c6f-9f8f-0d9971c290b2,533,40625
6f370565-c754-4b8f-8e44-32f115c58049,f1ad2ca4-7191-4917-b972-ed777b7ee1af,-8975,33511
51a1af7a-720f-4978-8aff-72eef77f253e,f1ad2ca4-7191-4917-b972-ed777b7ee1af,8975,108224
6f370565-c754-4b8f-8e44-32f115c58049,0aadb923-fac9-40f3-ad1b-a53b21976cd3,-3590,29921
f454eed5-e534-4230-958d-0a4503a0b912,0aadb923-fac9-40f3-ad1b-a53b21976cd3,3590,38440
6f370565-c754-4b8f-8e44-32f115c58049,491c8cee-be71-4ccf-be6f-d087c1e9a793,-9343,20578
85ae12a5-3592-4b4e-a2bb-1f8f5b855db6,491c8cee-be71-4ccf-be6f-d087c1e9a793,9343,52834
6f370565-c754-4b8f-8e44-32f115c58049,aaa6efda-e1e8-4c57-8f6a-1ff593304fb8,-4480,16098
a4ad760d-2fe2-43e5-b1b4-4bba6a7b6785,aaa6efda-e1e8-4c57-8f6a-1ff593304fb8,4480,26855
6f370565-c754-4b8f-8e44-32f115c58049,a4ff2983-4f6d-40f1-9ecb-500f7b34b576,-7727,8371
4f709ee2-8468-4bb5-b7fa-61b497b1a479,a4ff2983-4f6d-40f1-9ecb-500f7b34b576,7727,96379
6f370565-c754-4b8f-8e44-32f115c58049,effc2f31-4824-476d-ac5d-724ed3928e2b,-8350,21
ba1e6a5b-89c2-43ad-aadd-f1f67a031cd9,effc2f31-4824-476d-ac5d-724ed3928e2b,8350,11675
6f370565-c754-4b8f-8e44-32f115c58049,c652697d-2331-44e2-9c77-cdb1b0f27e45,-3896,-3875
41655a67-a139-41c1-8793-e62a5cfcb374,c652697d-2331-44e2-9c77-cdb1b0f27e45,3896,14981
6f370565-c754-4b8f-8e44-32f115c58049,581c96f9-6e19-4dae-9778-af27848eb87a,-9810,-13685
2c8d349f-88dc-45ad-9cab-8af02f5a27f5,581c96f9-6e19-4dae-9778-af27848eb87a,9810,32734
6f370565-c754-4b8f-8e44-32f115c58049,0ab43338-f6e5-47de-af32-b4be7519cc62,-7516,-21201
11ea81af-c0c2-4cb1-83cb-7e18e4afbaab,0ab43338-f6e5-47de-af32-b4be7519cc62,7516,58863
6f370565-c754-4b8f-8e44-32f115c58049,31953721-b577-4724-8c72-505fa7b1d8a9,-363,-21564
c9ac9210-08c2-43f3-a0c9-0af608831954,31953721-b577-4724-8c72-505fa7b1d8a9,363,90332
6f370565-c754-4b8f-8e44-32f115c58049,3da183a2-f8b8-4c00-96d2-65e0a75b86fb,-3758,-25322
5d88affa-cc02-4cd4-8c83-53d1746128f3,3da183a2-f8b8-4c00-96d2-65e0a75b86fb,3758,49004
